Credit Policy,Purpose,Interest Rate,Installments,Log Annual Income,Annual Income,Debt to Income Ratio,FICO Score,FICO Score Bucket,Days with Credit Line,Revolving Balance,Revolving Utilization,Inquiries Last 6 Months,Delinquencies 2 Years,Public Records,Not Fully Paid,,,,
1,Debt Consolidation,9.32%,$297.11,10.91501573,"$54,996.00",12.15%,752,751-800,4470,"$2,498.00",24.70%,1,0,0,0,,,,
1,Debt Consolidation,11.48%,$494.53,10.77895629,"$48,000.00",7.35%,742,701-750,4200,"$16,055.00",50.50%,0,0,0,0,,,,
1,Debt Consolidation,12.84%,$430.31,11.00209984,"$60,000.00",11.62%,697,651-700,2160,"$13,957.00",46.10%,0,0,0,0,,,,
1,Debt Consolidation,16.00%,$527.36,11.15625052,"$70,000.00",7.83%,662,651-700,6330,"$18,503.00",86.50%,0,0,0,0,,,,
1,All Other,11.58%,$825.34,11.51292546,"$100,000.00",21.05%,762,751-800,6990,"$5,380.00",12.40%,2,0,0,0,,,,
1,Home Improvement,7.68%,$37.43,10.37349118,"$32,000.00",14.93%,757,751-800,9690,"$13,271.00",16.20%,1,0,0,0,,,,
1,Debt Consolidation,12.53%,$334.67,10.73639668,"$46,000.00",12.83%,702,701-750,1710,"$7,882.00",29.00%,0,0,0,0,,,,
1,Debt Consolidation,9.32%,$223.63,10.59663473,"$40,000.00",15.03%,742,701-750,3870,"$21,414.00",46.00%,0,0,0,0,,,,
1,Debt Consolidation,13.79%,$265.79,10.4341158,"$34,000.00",21.18%,672,651-700,4230,"$4,601.00",32.00%,2,0,0,1,,,,
1,Debt Consolidation,13.16%,$713.40,12.08168787,"$176,608.00",11.47%,707,701-750,3780,"$113,283.00",81.20%,2,0,0,0,,,,
1,Credit Card,9.63%,$385.14,11.00209984,"$60,000.00",19.40%,762,751-800,12000,"$13,659.00",22.00%,0,0,0,0,,,,
1,Debt Consolidation,12.21%,$259.03,11.05089001,"$63,000.00",14.86%,697,651-700,3750,"$10,013.00",38.70%,3,0,0,0,,,,
1,Debt Consolidation,13.16%,$675.41,11.22524339,"$75,000.00",6.75%,702,701-750,5100,"$19,894.00",78.60%,0,0,1,0,,,,
1,Educational,11.89%,$132.66,11.12732181,"$68,004.00",19.76%,707,701-750,3990,"$24,802.00",86.40%,3,0,0,1,,,,
1,Major Purchase,13.22%,$169.01,10.49127422,"$36,000.00",9.37%,692,651-700,2770,"$2,481.00",50.60%,1,2,0,0,,,,
1,All Other,14.11%,$855.73,11.66767025,"$116,736.00",15.53%,712,701-750,2790,"$26,438.00",48.70%,1,0,0,1,,,,
1,All Other,8.59%,$221.28,11.35040654,"$85,000.00",3.92%,762,751-800,1896,"$17,390.00",86.10%,1,0,0,0,,,,
1,Major Purchase,11.89%,$530.63,11.26446411,"$78,000.00",5.23%,742,701-750,3600,"$16,578.00",44.80%,0,0,0,0,,,,
1,Home Improvement,15.37%,$209.08,11.1844214,"$72,000.00",3.30%,707,701-750,4980,"$16,860.00",99.20%,3,0,0,0,,,,
1,Debt Consolidation,11.48%,$464.04,10.23981692,"$27,996.00",16.33%,727,701-750,3619,"$18,496.00",42.60%,1,0,0,1,,,,
1,Debt Consolidation,16.63%,$248.29,10.34161344,"$30,996.00",8.32%,667,651-700,2761,"$6,082.00",96.50%,1,2,0,0,,,,
1,Debt Consolidation,15.68%,$875.04,11.58988651,"$108,000.00",15.73%,682,651-700,3570,"$36,015.00",88.50%,1,0,0,1,,,,
1,Credit Card,12.84%,$365.60,10.63344871,"$41,500.00",13.76%,697,651-700,3810,"$8,422.00",81.80%,0,0,0,1,,,,
1,Debt Consolidation,13.16%,$270.17,10.81977828,"$50,000.00",9.96%,682,651-700,5280,"$3,958.00",39.60%,3,0,0,0,,,,
1,Home Improvement,9.32%,$255.58,10.66895539,"$43,000.00",16.02%,752,751-800,3780,"$5,410.00",34.90%,3,0,0,0,,,,
1,All Other,12.53%,$251.00,10.77895629,"$48,000.00",20.51%,692,651-700,4710,"$12,189.00",69.30%,0,0,0,0,,,,
1,All Other,7.40%,$124.24,9.852194258,"$19,000.00",4.93%,787,751-800,4196,"$2,331.00",7.70%,2,0,0,0,,,,
1,Credit Card,9.32%,$223.63,10.79957558,"$49,000.00",19.64%,737,701-750,4110,"$21,140.00",79.80%,3,0,0,0,,,,
1,All Other,11.26%,$98.59,11.08521475,"$65,200.00",17.21%,702,701-750,5760,"$16,389.00",58.10%,0,0,0,0,,,,
1,Debt Consolidation,8.94%,$285.95,11.69524702,"$120,000.00",12.44%,742,701-750,6376,"$43,488.00",68.30%,3,0,0,0,,,,
1,All Other,12.84%,$221.88,11.15625052,"$70,000.00",5.26%,742,701-750,2850,$993.00,24.80%,0,0,0,0,,,,
1,Educational,13.92%,$170.69,9.61580548,"$15,000.00",4.00%,692,651-700,1470,$0.00,0.00%,2,1,0,0,,,,
1,All Other,12.21%,$79.96,10.49127422,"$36,000.00",7.00%,692,651-700,5790,"$6,655.00",74.80%,1,0,0,0,,,,
1,Small Business,16.00%,$70.32,11.27720313,"$79,000.00",12.58%,682,651-700,3293,"$4,047.00",30.70%,2,0,0,0,,,,
1,Debt Consolidation,8.00%,$231.89,10.51867319,"$37,000.00",13.43%,752,751-800,5790,"$6,938.00",24.10%,2,0,0,0,,,,
1,Debt Consolidation,15.31%,$163.64,9.862665558,"$19,200.00",8.56%,677,651-700,1920,"$1,089.00",90.70%,0,1,0,0,,,,
1,Debt Consolidation,12.84%,$268.95,10.75790288,"$47,000.00",14.76%,692,651-700,2010,"$11,798.00",88.70%,1,0,0,1,,,,
1,All Other,13.47%,$50.89,9.798127037,"$18,000.00",21.47%,707,701-750,1290,$865.00,86.50%,0,0,0,0,,,,
1,All Other,14.96%,$297.95,10.50506754,"$36,500.00",18.58%,682,651-700,1110,"$8,559.00",41.00%,1,0,0,0,,,,
1,Debt Consolidation,8.00%,$109.68,10.30895266,"$30,000.00",2.24%,747,701-750,1710,"$2,298.00",18.50%,3,0,0,0,,,,
1,Debt Consolidation,11.83%,$231.94,10.34884622,"$31,221.00",5.69%,712,701-750,2461,"$6,955.00",63.80%,1,0,0,0,,,,
1,Credit Card,12.53%,$669.33,11.58988651,"$108,000.00",15.77%,717,701-750,12120,"$33,900.00",56.40%,1,0,0,0,,,,
1,Credit Card,8.94%,$317.72,11.00791623,"$60,350.00",4.24%,742,701-750,2160,"$14,188.00",27.30%,2,0,0,0,,,,
1,All Other,14.26%,$247.01,11.22524339,"$75,000.00",18.13%,667,651-700,1835,"$39,236.00",63.40%,1,0,0,0,,,,
1,Educational,11.48%,$82.43,10.46310334,"$35,000.00",18.62%,702,701-750,5190,"$8,677.00",57.80%,2,0,0,0,,,,
1,Debt Consolidation,13.22%,$162.25,10.6454249,"$42,000.00",15.60%,677,651-700,2014,"$9,090.00",58.30%,0,0,0,0,,,,
1,Credit Card,12.87%,$151.35,10.46310334,"$35,000.00",19.78%,682,651-700,2490,"$4,726.00",73.80%,1,0,0,0,,,,
1,All Other,12.87%,$605.40,10.67442876,"$43,236.00",13.27%,707,701-750,5430,"$3,423.00",15.20%,0,0,0,0,,,,
1,Credit Card,8.94%,$201.75,10.49127422,"$36,000.00",21.60%,732,701-750,3303,"$4,508.00",18.60%,0,0,0,0,,,,
1,Debt Consolidation,8.94%,$312.95,10.37349118,"$32,000.00",16.95%,737,701-750,2314,"$3,760.00",20.50%,0,0,0,0,,,,
1,Credit Card,17.39%,$645.26,12.40901349,"$245,000.00",15.67%,672,651-700,6095,"$145,711.00",96.20%,0,1,0,0,,,,
1,Debt Consolidation,12.18%,$163.17,11.15625052,"$70,000.00",17.50%,697,651-700,3360,"$5,040.00",67.20%,0,0,0,0,,,,
1,All Other,11.83%,$41.42,10.29214554,"$29,500.00",21.40%,697,651-700,4110,"$11,339.00",78.70%,0,0,0,0,,,,
1,Debt Consolidation,8.94%,$182.69,10.7342204,"$45,900.00",20.94%,727,701-750,3210,"$4,902.00",47.10%,0,0,0,0,,,,
1,Credit Card,13.92%,$652.87,11.40978471,"$90,200.00",10.28%,697,651-700,5190,"$11,573.00",61.90%,1,0,0,0,,,,
1,Credit Card,13.22%,$101.41,10.82778673,"$50,402.03",11.45%,692,651-700,5553,"$21,085.00",36.80%,0,0,0,0,,,,
1,All Other,12.53%,$83.67,10.54691914,"$38,060.00",10.97%,682,651-700,4410,"$7,527.00",56.60%,0,0,0,0,,,,
1,All Other,14.26%,$34.31,8.853665428,"$7,000.00",13.54%,677,651-700,8099,"$2,252.00",86.60%,1,0,0,0,,,,
1,Credit Card,11.14%,$360.84,10.76130135,"$47,160.00",19.52%,727,701-750,3570,"$15,085.00",70.50%,2,0,0,0,,,,
1,Debt Consolidation,13.92%,$256.03,10.81977828,"$50,000.00",13.90%,677,651-700,5460,"$3,676.00",70.50%,0,0,0,1,,,,
1,Debt Consolidation,11.14%,$393.65,10.37349118,"$32,000.00",18.00%,737,701-750,6484,"$18,340.00",67.90%,1,0,0,0,,,,
1,Debt Consolidation,8.94%,$381.26,10.59653473,"$39,996.00",13.68%,767,751-800,5850,"$11,012.00",30.50%,0,0,0,0,,,,
1,Debt Consolidation,13.92%,$273.10,11.28978191,"$80,000.00",13.38%,677,651-700,3994,"$9,356.00",50.00%,2,0,1,0,,,,
1,Debt Consolidation,15.65%,$160.07,10.12647109,"$24,996.00",23.62%,712,701-750,2880,"$9,912.00",99.10%,0,0,0,0,,,,
1,All Other,13.57%,$195.32,10.6454249,"$42,000.00",13.19%,677,651-700,3660,"$10,417.00",91.40%,0,1,0,0,,,,
1,All Other,11.83%,$579.85,11.27654469,"$78,948.00",0.30%,752,751-800,4351,$209.00,1.20%,4,0,0,0,,,,
1,All Other,13.22%,$219.71,11.04292184,"$62,500.00",9.23%,682,651-700,4260,"$4,856.00",44.60%,0,0,0,0,,,,
1,Debt Consolidation,11.48%,$659.37,11.56171563,"$105,000.00",7.23%,767,751-800,5400,"$3,700.00",51.40%,2,0,0,0,,,,
1,Credit Card,12.18%,$666.00,12.15477935,"$190,000.00",24.04%,722,701-750,9693,"$121,159.00",74.30%,0,0,0,0,,,,
1,Credit Card,11.14%,$157.46,10.46310334,"$35,000.00",23.66%,722,701-750,3570,"$14,480.00",56.70%,0,0,0,0,,,,
1,Credit Card,7.74%,$202.93,10.81977828,"$50,000.00",16.54%,747,701-750,3900,"$7,689.00",43.00%,0,0,0,0,,,,
1,Credit Card,13.22%,$365.05,10.95080655,"$57,000.00",19.03%,692,651-700,3660,"$31,861.00",76.00%,1,0,0,0,,,,
1,Debt Consolidation,12.87%,$269.07,10.16585182,"$26,000.00",5.72%,707,701-750,3240,"$3,045.00",47.60%,0,0,0,0,,,,
1,All Other,8.94%,$362.20,10.66895539,"$43,000.00",24.78%,752,751-800,3036,"$6,057.00",11.60%,1,0,0,0,,,,
1,Home Improvement,12.87%,$232.07,10.57131693,"$39,000.00",4.65%,692,651-700,4080,$903.00,19.60%,1,0,0,0,,,,
1,Debt Consolidation,12.53%,$73.63,10.22194128,"$27,500.00",23.26%,682,651-700,6858,"$15,225.00",55.00%,0,1,0,0,,,,
1,Credit Card,8.94%,$317.72,10.91501573,"$54,996.00",12.76%,742,701-750,3240,"$10,041.00",47.80%,2,0,0,0,,,,
1,All Other,8.59%,$189.67,10.96812932,"$57,996.00",8.61%,732,701-750,5850,"$19,397.00",38.30%,1,0,0,0,,,,
1,Debt Consolidation,14.26%,$514.59,10.858999,"$52,000.00",19.68%,687,651-700,3313,"$22,918.00",90.90%,1,0,0,0,,,,
1,Debt Consolidation,11.48%,$494.53,11.35035948,"$84,996.00",10.02%,742,701-750,4770,"$14,125.00",40.20%,1,0,0,0,,,,
1,All Other,8.59%,$221.28,11.40756495,"$90,000.00",4.88%,737,701-750,8940,"$13,253.00",20.20%,1,0,0,0,,,,
1,Credit Card,13.22%,$676.02,12.01370075,"$165,000.00",16.83%,712,701-750,7200,"$144,165.00",64.90%,0,0,0,0,,,,
1,Credit Card,8.94%,$114.38,11.22524339,"$75,000.00",18.30%,712,701-750,4715,"$48,538.00",53.00%,1,0,0,0,,,,
1,Small Business,16.70%,$177.51,10.61888534,"$40,900.00",20.39%,702,701-750,4140,"$5,082.00",31.60%,0,0,0,0,,,,
1,Debt Consolidation,8.59%,$252.89,10.59663473,"$40,000.00",17.70%,757,751-800,6180,"$26,120.00",32.70%,1,0,0,0,,,,
1,All Other,12.53%,$80.32,10.46310334,"$35,000.00",21.79%,707,701-750,2910,"$16,022.00",97.70%,0,0,0,0,,,,
1,Debt Consolidation,13.92%,$102.42,10.76231865,"$47,208.00",3.05%,677,651-700,2490,"$4,339.00",51.50%,3,0,0,0,,,,
1,Home Improvement,11.83%,$530.15,11.08214255,"$65,000.00",4.91%,742,701-750,3991,"$9,562.00",70.40%,2,0,0,0,,,,
1,Debt Consolidation,11.48%,$362.66,10.21464198,"$27,300.00",12.84%,712,701-750,7860,"$11,534.00",66.70%,1,0,0,0,,,,
1,Debt Consolidation,12.53%,$112.95,9.798127037,"$18,000.00",24.20%,687,651-700,2880,"$15,813.00",79.10%,0,0,0,0,,,,
1,Debt Consolidation,7.74%,$312.19,11.81303006,"$135,000.00",7.70%,787,751-800,5640,"$4,200.00",5.80%,1,0,0,0,,,,
1,Debt Consolidation,14.96%,$277.16,11.06663836,"$64,000.00",8.91%,697,651-700,1830,"$6,908.00",94.60%,0,0,0,0,,,,
1,Debt Consolidation,11.14%,$423.17,11.00209984,"$60,000.00",6.24%,742,701-750,3990,"$12,419.00",34.80%,0,0,0,0,,,,
1,Debt Consolidation,11.48%,$494.53,11.08214255,"$65,000.00",12.02%,742,701-750,3240,"$15,757.00",64.60%,0,0,0,0,,,,
1,Debt Consolidation,7.74%,$156.10,9.61580548,"$15,000.00",15.60%,757,751-800,6870,"$11,602.00",37.90%,2,0,0,0,,,,
1,Debt Consolidation,11.83%,$662.68,11.56171563,"$105,000.00",3.69%,757,751-800,1680,"$1,470.00",14.70%,0,0,0,0,,,,
1,Major Purchase,8.59%,$284.50,11.22524339,"$75,000.00",4.83%,792,751-800,3090,"$2,563.00",9.10%,0,0,0,0,,,,
1,Home Improvement,12.18%,$399.60,11.51292546,"$100,000.00",17.09%,712,701-750,7560,"$17,176.00",46.40%,2,0,0,0,,,,
1,Credit Card,14.61%,$689.51,11.35223181,"$85,155.29",15.15%,697,651-700,5550,"$32,954.00",90.00%,0,0,0,0,,,,
1,Debt Consolidation,12.87%,$437.24,11.26446411,"$78,000.00",6.26%,702,701-750,5250,"$1,783.00",59.40%,2,0,0,0,,,,
1,Debt Consolidation,7.74%,$287.22,11.02640213,"$61,476.00",1.78%,792,751-800,7050,"$4,600.00",18.40%,0,0,0,0,,,,
1,Credit Card,11.48%,$626.41,12.07254125,"$175,000.00",12.73%,747,701-750,8220,"$29,658.00",42.20%,1,0,0,0,,,,
1,All Other,8.59%,$158.06,10.40438405,"$33,004.00",2.29%,737,701-750,3570,"$2,870.00",11.40%,0,0,0,0,,,,
1,Small Business,15.31%,$626.68,11.46163217,"$95,000.00",17.38%,727,701-750,4710,"$35,712.00",51.90%,3,0,0,0,,,,
1,Home Improvement,7.74%,$312.19,11.15625052,"$70,000.00",15.10%,797,751-800,9030,"$9,109.00",73.20%,1,0,0,0,,,,
1,All Other,12.87%,$94.18,10.72161404,"$45,325.00",3.52%,682,651-700,4290,"$2,391.00",30.70%,1,0,0,1,,,,
1,Educational,13.22%,$162.25,10.81977828,"$50,000.00",11.98%,677,651-700,1950,"$2,523.00",40.00%,0,0,0,0,,,,
1,Home Improvement,7.74%,$234.14,10.34817337,"$31,200.00",3.08%,797,751-800,6090,"$1,147.00",8.80%,1,0,0,0,,,,
1,Debt Consolidation,7.74%,$218.54,10.858999,"$52,000.00",2.58%,767,751-800,3420,"$4,139.00",15.60%,0,0,0,0,,,,
1,All Other,12.87%,$201.80,11.08220409,"$65,004.00",13.09%,682,651-700,3960,"$10,134.00",38.50%,1,0,0,0,,,,
1,Major Purchase,8.59%,$316.11,11.19821472,"$73,000.00",6.87%,767,751-800,3510,"$11,140.00",13.00%,0,0,0,0,,,,
1,Debt Consolidation,12.18%,$666.00,11.1123882,"$66,996.00",20.11%,727,701-750,2940,"$26,359.00",67.60%,1,0,0,0,,,,
1,Debt Consolidation,16.00%,$492.21,11.22524339,"$75,000.00",16.32%,662,651-700,3930,"$12,944.00",65.00%,3,0,0,0,,,,
1,All Other,8.59%,$151.73,10.96812932,"$57,996.00",8.07%,737,701-750,2880,"$3,333.00",20.10%,1,0,0,0,,,,
1,Major Purchase,8.59%,$158.06,10.59663473,"$40,000.00",6.87%,737,701-750,3150,"$8,914.00",74.90%,1,0,0,0,,,,
1,Major Purchase,12.53%,$160.64,11.05405958,"$63,200.00",11.94%,687,651-700,3390,"$1,725.00",33.80%,1,2,0,0,,,,
1,Credit Card,13.16%,$261.72,10.16585182,"$26,000.00",17.54%,677,651-700,2722,"$4,034.00",67.20%,0,0,0,0,,,,
1,Credit Card,13.92%,$682.74,11.33857208,"$84,000.00",20.03%,707,701-750,9360,"$27,584.00",54.80%,1,0,0,0,,,,
1,All Other,13.57%,$33.97,9.392661929,"$12,000.00",14.00%,682,651-700,1380,"$4,352.00",62.20%,1,0,0,1,,,,
1,Small Business,16.00%,$703.15,11.00209984,"$60,000.00",15.90%,747,701-750,5701,"$15,018.00",42.90%,2,0,0,0,,,,
1,All Other,7.74%,$140.49,10.69203582,"$44,004.00",15.30%,752,751-800,3120,"$7,204.00",31.30%,0,0,0,0,,,,
1,Debt Consolidation,15.31%,$522.23,11.00209984,"$60,000.00",21.36%,677,651-700,2161,"$10,872.00",86.30%,0,0,0,0,,,,
1,Debt Consolidation,15.31%,$696.31,11.26446411,"$78,000.00",20.52%,722,701-750,3300,"$21,881.00",21.80%,2,0,0,0,,,,
1,Debt Consolidation,13.57%,$407.63,11.26446411,"$78,000.00",23.72%,682,651-700,4650,"$28,843.00",84.80%,1,0,0,0,,,,
1,Debt Consolidation,12.18%,$166.50,11.1844214,"$72,000.00",24.73%,692,651-700,5160,"$22,457.00",81.70%,0,0,0,0,,,,
1,All Other,7.74%,$93.66,11.06975849,"$64,200.00",1.27%,762,751-800,1890,"$4,347.00",7.40%,0,0,0,0,,,,
1,Small Business,17.04%,$713.49,11.51292546,"$100,000.00",12.65%,702,701-750,4110,"$6,939.00",31.40%,3,0,0,0,,,,
1,Debt Consolidation,12.53%,$133.87,10.46321762,"$35,004.00",2.30%,692,651-700,3540,"$1,390.00",27.80%,1,0,0,0,,,,
1,Major Purchase,11.48%,$115.39,10.46310334,"$35,000.00",7.58%,707,701-750,8370,"$4,336.00",12.50%,1,0,0,0,,,,
1,All Other,11.83%,$662.68,11.22524339,"$75,000.00",5.66%,737,701-750,6076,"$25,818.00",53.50%,0,0,0,0,,,,
1,Educational,11.14%,$65.61,10.6454249,"$42,000.00",13.49%,712,701-750,5370,"$11,817.00",15.70%,0,0,0,0,,,,
1,Credit Card,13.22%,$87.89,10.20359214,"$27,000.00",9.51%,692,651-700,1620,$47.00,0.50%,3,1,0,0,,,,
1,Debt Consolidation,11.83%,$99.41,10.6454249,"$42,000.00",24.75%,697,651-700,3120,"$11,900.00",62.60%,0,0,0,0,,,,
1,All Other,17.39%,$143.39,10.8704714,"$52,600.00",13.19%,662,651-700,3030,"$24,666.00",99.10%,0,0,0,0,,,,
1,Debt Consolidation,13.57%,$366.86,10.91508846,"$55,000.00",19.85%,702,701-750,3030,"$12,207.00",70.60%,1,0,0,0,,,,
1,All Other,11.83%,$132.54,10.71441777,"$45,000.00",23.95%,762,751-800,4200,$0.00,0.00%,0,0,0,0,,,,
1,Debt Consolidation,13.92%,$177.52,10.46310334,"$35,000.00",8.09%,677,651-700,3720,"$6,194.00",53.40%,0,0,0,0,,,,
1,Educational,8.59%,$316.11,10.59653473,"$39,996.00",4.71%,772,751-800,2130,$229.00,2.60%,0,0,0,0,,,,
1,Major Purchase,11.48%,$395.63,10.9560559,"$57,300.00",16.27%,732,701-750,3960,"$21,528.00",64.30%,1,0,0,0,,,,
1,Debt Consolidation,13.57%,$407.63,10.858999,"$52,000.00",15.48%,682,651-700,3930,"$8,718.00",45.60%,0,0,0,0,,,,
1,Debt Consolidation,11.14%,$262.43,11.03488966,"$62,000.00",9.54%,732,701-750,2520,"$2,970.00",6.00%,0,0,0,0,,,,
1,Credit Card,12.53%,$33.47,10.19054443,"$26,650.00",21.12%,682,651-700,5970,"$17,080.00",44.10%,0,2,0,0,,,,
1,All Other,11.48%,$247.27,10.94022444,"$56,400.00",9.68%,737,701-750,3780,"$7,341.00",68.60%,0,0,0,0,,,,
1,Credit Card,11.83%,$298.21,11.15625052,"$70,000.00",10.83%,712,701-750,2460,"$9,237.00",41.40%,1,0,0,0,,,,
1,All Other,15.65%,$227.41,10.65725935,"$42,500.00",13.16%,662,651-700,4320,"$1,542.00",90.70%,1,0,0,1,,,,
1,Credit Card,14.96%,$242.52,11.1844214,"$72,000.00",12.59%,662,651-700,2130,"$8,018.00",29.80%,1,0,0,0,,,,
1,Home Improvement,11.14%,$492.06,11.09741002,"$66,000.00",13.98%,752,751-800,7260,"$17,312.00",68.40%,2,0,0,0,,,,
1,Small Business,14.96%,$692.90,11.5228758,"$101,000.00",14.48%,767,751-800,5400,"$21,076.00",48.10%,1,0,0,0,,,,
1,Debt Consolidation,13.92%,$682.74,10.71441777,"$45,000.00",7.95%,697,651-700,8130,"$18,367.00",79.90%,1,0,0,0,,,,
1,Debt Consolidation,12.18%,$399.60,11.40756495,"$90,000.00",16.27%,707,701-750,2821,"$34,730.00",52.60%,0,0,0,0,,,,
1,All Other,11.14%,$164.02,11.00209984,"$60,000.00",13.72%,717,701-750,9450,"$6,577.00",15.80%,2,0,0,0,,,,
1,Small Business,13.92%,$358.44,11.16336799,"$70,500.00",22.21%,757,751-800,3690,"$9,551.00",29.20%,0,0,0,1,,,,
1,Debt Consolidation,14.26%,$480.29,11.60823564,"$110,000.00",20.04%,682,651-700,4080,"$48,306.00",86.80%,0,0,0,1,,,,
1,Credit Card,11.14%,$328.04,11.49679608,"$98,400.00",12.45%,732,701-750,4890,"$33,186.00",57.80%,3,0,0,0,,,,
1,Debt Consolidation,12.53%,$167.34,9.862665558,"$19,200.00",12.06%,687,651-700,2190,"$2,365.00",60.60%,0,0,0,0,,,,
1,Debt Consolidation,8.94%,$397.15,10.6454249,"$42,000.00",14.86%,762,751-800,3990,"$10,687.00",30.90%,0,0,0,0,,,,
1,Debt Consolidation,8.94%,$317.72,11.71177632,"$122,000.00",14.50%,737,701-750,5850,"$31,607.00",81.00%,3,0,0,0,,,,
1,Small Business,15.31%,$530.94,11.98292909,"$160,000.00",19.72%,727,701-750,5940,"$6,563.00",17.90%,1,0,0,0,,,,
1,Credit Card,8.94%,$444.81,10.858999,"$52,000.00",10.89%,762,751-800,4807,"$8,447.00",50.90%,0,0,0,0,,,,
1,Credit Card,8.59%,$410.94,10.9331784,"$56,004.00",17.96%,777,751-800,5670,"$13,368.00",34.70%,2,0,0,0,,,,
1,All Other,8.59%,$395.13,11.82038075,"$135,996.00",5.87%,772,751-800,4080,"$5,068.00",16.60%,3,0,0,0,,,,
1,All Other,12.53%,$348.05,10.6214249,"$41,004.00",11.50%,712,701-750,2130,"$2,045.00",14.40%,3,0,0,0,,,,
1,All Other,11.83%,$424.12,11.56171563,"$105,000.00",9.71%,717,701-750,8446,"$31,280.00",51.20%,1,0,0,0,,,,
1,Credit Card,7.74%,$237.27,10.69666105,"$44,208.00",5.67%,772,751-800,5610,"$6,616.00",24.40%,1,0,0,0,,,,
1,Debt Consolidation,13.22%,$676.02,11.40756495,"$90,000.00",18.03%,812,801-850,3930,"$32,422.00",95.60%,1,0,0,0,,,,
1,All Other,8.59%,$173.86,10.65282601,"$42,312.00",12.11%,782,751-800,2280,$39.00,0.30%,0,0,0,0,,,,
1,Major Purchase,8.59%,$316.11,11.71180911,"$122,004.00",2.85%,792,751-800,5640,$16.00,0.00%,3,0,0,0,,,,
1,Debt Consolidation,12.87%,$622.22,11.88448902,"$145,000.00",1.62%,712,701-750,4080,"$25,063.00",53.30%,0,0,0,0,,,,
1,Major Purchase,7.74%,$156.10,10.58405595,"$39,500.00",10.27%,797,751-800,5490,"$2,629.00",8.80%,2,0,0,0,,,,
1,All Other,8.59%,$63.23,12.14421852,"$188,004.00",8.55%,722,701-750,4980,"$26,702.00",75.00%,0,0,0,0,,,,
1,Home Improvement,12.87%,$336.34,11.51292546,"$100,000.00",15.67%,692,651-700,4380,"$32,268.00",73.00%,3,0,0,0,,,,
1,Debt Consolidation,12.53%,$411.64,10.34817337,"$31,200.00",22.12%,702,701-750,2280,"$14,537.00",77.30%,0,0,0,0,,,,
1,Debt Consolidation,12.18%,$499.50,10.858999,"$52,000.00",8.88%,747,701-750,11130,"$9,184.00",50.50%,0,0,0,0,,,,
1,All Other,16.35%,$229.64,9.99149843,"$21,840.00",8.74%,677,651-700,1260,"$6,467.00",82.90%,3,0,0,0,,,,
1,Major Purchase,14.96%,$34.65,10.51867319,"$37,000.00",18.26%,667,651-700,1410,"$3,150.00",54.30%,0,0,0,0,,,,
1,Debt Consolidation,11.48%,$652.78,11.66134547,"$116,000.00",1.29%,767,751-800,5970,"$4,110.00",34.50%,0,0,0,0,,,,
1,Debt Consolidation,13.22%,$676.02,11.35040654,"$85,000.00",16.63%,707,701-750,4530,"$25,299.00",58.20%,2,0,0,0,,,,
1,Debt Consolidation,7.74%,$312.19,10.77895629,"$48,000.00",2.38%,797,751-800,5400,"$4,650.00",14.10%,0,0,0,0,,,,
1,Credit Card,11.83%,$662.68,10.81985828,"$50,004.00",21.48%,737,701-750,3960,"$32,556.00",82.00%,0,0,0,0,,,,
1,All Other,12.53%,$200.80,11.73606902,"$125,000.00",11.11%,687,651-700,5190,"$19,058.00",41.80%,0,0,0,0,,,,
1,Credit Card,11.83%,$662.68,11.40756495,"$90,000.00",14.55%,737,701-750,6120,"$24,839.00",81.20%,0,0,0,0,,,,
1,Credit Card,13.57%,$271.75,11.1844214,"$72,000.00",14.28%,682,651-700,4740,"$8,180.00",88.10%,1,0,0,0,,,,
1,Debt Consolidation,15.31%,$409.08,10.81985828,"$50,004.00",22.51%,667,651-700,3879,"$32,470.00",87.50%,3,0,0,0,,,,
1,Credit Card,8.94%,$508.35,11.73606902,"$125,000.00",13.16%,772,751-800,7320,"$78,059.00",28.30%,0,0,0,0,,,,
1,Credit Card,11.83%,$497.01,10.34817337,"$31,200.00",13.04%,727,701-750,6360,"$16,566.00",43.00%,0,0,0,0,,,,
1,All Other,16.00%,$105.48,9.998797732,"$22,000.00",6.71%,697,651-700,3930,"$2,196.00",99.80%,0,0,0,1,,,,
1,Debt Consolidation,7.74%,$218.54,10.76848499,"$47,500.00",17.81%,752,751-800,4770,"$7,125.00",34.40%,1,0,0,0,,,,
1,Debt Consolidation,12.18%,$290.55,10.27518903,"$29,004.00",20.31%,702,701-750,2950,"$5,830.00",36.90%,0,0,0,0,,,,
1,Debt Consolidation,14.61%,$689.51,11.73606902,"$125,000.00",14.19%,687,651-700,9930,"$31,076.00",79.70%,0,0,0,0,,,,
1,Debt Consolidation,11.48%,$659.37,11.18266986,"$71,874.00",11.37%,747,701-750,7380,"$26,967.00",63.00%,0,0,0,0,,,,
1,All Other,8.59%,$113.80,10.59663473,"$40,000.00",10.32%,727,701-750,3810,"$3,376.00",49.30%,0,2,0,0,,,,
1,Debt Consolidation,14.61%,$172.38,11.46163217,"$95,000.00",0.25%,697,651-700,3300,$521.00,57.90%,0,1,0,1,,,,
1,Debt Consolidation,14.26%,$54.89,10.77895629,"$48,000.00",16.15%,667,651-700,2670,"$1,587.00",41.80%,2,0,0,0,,,,
